gateway-1  | 
gateway-1  | 2026-05-01T04:45:34.532Z  INFO 1 --- [gateway] [           main] o.s.c.n.e.s.EurekaServiceRegistry        : Registering application GATEWAY with eureka with status UP
gateway-1  | 2026-05-01T04:45:34.533Z  INFO 1 --- [gateway] [           main] com.netflix.discovery.DiscoveryClient    : Saw local status change event StatusChangeEvent [timestamp=1777610734533, current=UP, previous=STARTING]
gateway-1  | 2026-05-01T04:45:34.537Z  INFO 1 --- [gateway] [foReplicator-%d] com.netflix.discovery.DiscoveryClient    : DiscoveryClient_GATEWAY/a6216ae530eb:gateway:8443: registering service...
gateway-1  | 2026-05-01T04:45:34.831Z  INFO 1 --- [gateway] [foReplicator-%d] com.netflix.discovery.DiscoveryClient    : DiscoveryClient_GATEWAY/a6216ae530eb:gateway:8443 - registration status: 204
gateway-1  | 2026-05-01T04:45:34.842Z DEBUG 1 --- [gateway] [           main] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | WARNING: A restricted method in java.lang.System has been called
gateway-1  | WARNING: java.lang.System::loadLibrary has been called by io.netty.util.internal.NativeLibraryUtil in an unnamed module (file:/application/BOOT-INF/lib/netty-common-4.2.12.Final.jar)
gateway-1  | WARNING: Use --enable-native-access=ALL-UNNAMED to avoid a warning for callers in this module
gateway-1  | WARNING: Restricted methods will be blocked in a future release unless native access is enabled
gateway-1  | 
gateway-1  | 2026-05-01T04:45:34.981Z  INFO 1 --- [gateway] [           main] o.s.boot.reactor.netty.NettyWebServer    : Netty started on port 8443 (https)
gateway-1  | 2026-05-01T04:45:34.983Z  INFO 1 --- [gateway] [           main] .s.c.n.e.s.EurekaAutoServiceRegistration : Updating port to 8443
gateway-1  | 2026-05-01T04:45:35.030Z DEBUG 1 --- [gateway] [           main] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:45:35.033Z  INFO 1 --- [gateway] [           main] c.e.spring_cloud.gateway.Application     : Started Application in 10.013 seconds (process running for 11.084)
gateway-1  | 2026-05-01T04:45:36.144Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:45:36.155Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/oauth2/**]" does not match against value "/openapi/swagger-ui/index.html"
gateway-1  | 2026-05-01T04:45:36.155Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/login/**]" does not match against value "/openapi/swagger-ui/index.html"
gateway-1  | 2026-05-01T04:45:36.155Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/error/**]" does not match against value "/openapi/swagger-ui/index.html"
gateway-1  | 2026-05-01T04:45:36.155Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/.well-known/**]" does not match against value "/openapi/swagger-ui/index.html"
gateway-1  | 2026-05-01T04:45:36.156Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/product-composite/**]" does not match against value "/openapi/swagger-ui/index.html"
gateway-1  | 2026-05-01T04:45:36.156Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "/openapi/**" matches against value "/openapi/swagger-ui/index.html"
gateway-1  | 2026-05-01T04:45:36.156Z DEBUG 1 --- [gateway] [     parallel-1] o.s.c.g.h.RoutePredicateHandlerMapping   : Route matched: product-composite-swagger-ui
gateway-1  | 2026-05-01T04:45:36.156Z DEBUG 1 --- [gateway] [     parallel-1] o.s.c.g.h.RoutePredicateHandlerMapping   : Mapping [Exchange: GET https://localhost:8443/openapi/swagger-ui/index.html] to Route{id='product-composite-swagger-ui', uri=lb://product-composite-service, order=0, predicate=(RouteDefinitionRouteLocator$$Lambda/0x000000009688f5b0 && Paths: [/openapi/**], match trailing slash: true), gatewayFilters=[], metadata={}}
gateway-1  | 2026-05-01T04:45:36.157Z DEBUG 1 --- [gateway] [     parallel-1] o.s.c.g.h.RoutePredicateHandlerMapping   : [1c6491b2-1] Mapped to org.springframework.cloud.gateway.handler.FilteringWebHandler@3df04fa1
gateway-1  | 2026-05-01T04:45:36.158Z DEBUG 1 --- [gateway] [     parallel-1] o.s.c.g.handler.FilteringWebHandler      : Sorted gatewayFilterFactories: [[GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RemoveCachedBodyFilter@69f3e556}, order = -2147483648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.AdaptCachedBodyGlobalFilter@47b961e2}, order = -2147482648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyWriteResponseFilter@17ae13d5}, order = -1], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardPathFilter@51869ad6}, order = 0], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.GatewayMetricsFilter@77f4038c}, order = 0], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RouteToRequestUrlFilter@1eb9d69a}, order = 10000], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ReactiveLoadBalancerClientFilter@28dacf31}, order = 10150], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.LoadBalancerServiceInstanceCookieFilter@47e60b71}, order = 10151], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.WebsocketRoutingFilter@27a90ce5}, order = 2147483646], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyRoutingFilter@795faad}, order = 2147483647], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardRoutingFilter@36511772}, order = 2147483647]]
gateway-1  | 2026-05-01T04:45:36.161Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.filter.RouteToRequestUrlFilter   : RouteToRequestUrlFilter start
gateway-1  | 2026-05-01T04:45:36.162Z TRACE 1 --- [gateway] [     parallel-1] s.c.g.f.ReactiveLoadBalancerClientFilter : ReactiveLoadBalancerClientFilter url before: lb://product-composite-service/openapi/swagger-ui/index.html
gateway-1  | 2026-05-01T04:46:52.687Z TRACE 1 --- [gateway] [     parallel-1] s.c.g.f.ReactiveLoadBalancerClientFilter : LoadBalancerClientFilter url chosen: http://aa3da043a6fa:8080/openapi/swagger-ui/index.html
gateway-1  | 2026-05-01T04:46:52.694Z DEBUG 1 --- [gateway] [     parallel-1] g.f.h.o.ObservedRequestHttpHeadersFilter : Will instrument the HTTP request headers [Host:"localhost:8443", Cache-Control:"max-age=0", sec-ch-ua:""Microsoft Edge";v="147", "Not.A/Brand";v="8", "Chromium";v="147"", sec-ch-ua-mobile:"?0", sec-ch-ua-platform:""Windows"", Upgrade-Insecure-Requests:"1", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", Accept:"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7", Sec-Fetch-Site:"none", Sec-Fetch-Mode:"navigate", Sec-Fetch-User:"?1", Sec-Fetch-Dest:"document", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50376"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:46:52.699Z DEBUG 1 --- [gateway] [     parallel-1] g.f.h.o.ObservedRequestHttpHeadersFilter : Client observation  {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='GET', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite-swagger-ui', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/openapi/swagger-ui/index.html'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@2e4c6714', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=0.001009, duration(nanos)=1009000.0, startTimeNanos=11178567417730}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@6873d4c2} created for the request. New headers are [Host:"localhost:8443", Cache-Control:"max-age=0", sec-ch-ua:""Microsoft Edge";v="147", "Not.A/Brand";v="8", "Chromium";v="147"", sec-ch-ua-mobile:"?0", sec-ch-ua-platform:""Windows"", Upgrade-Insecure-Requests:"1", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", Accept:"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7", Sec-Fetch-Site:"none", Sec-Fetch-Mode:"navigate", Sec-Fetch-User:"?1", Sec-Fetch-Dest:"document", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50376"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:46:52.851Z TRACE 1 --- [gateway] [or-http-epoll-6] o.s.c.gateway.filter.NettyRoutingFilter  : outbound route: 0b675353, inbound: [1c6491b2-1] 
gateway-1  | 2026-05-01T04:46:52.886Z DEBUG 1 --- [gateway] [or-http-epoll-6] .f.h.o.ObservedResponseHttpHeadersFilter : Will instrument the response
gateway-1  | 2026-05-01T04:46:52.887Z DEBUG 1 --- [gateway] [or-http-epoll-6] .f.h.o.ObservedResponseHttpHeadersFilter : The response was handled for observation {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='GET', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite-swagger-ui', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/openapi/swagger-ui/index.html'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@2e4c6714', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=0.188928996, duration(nanos)=1.88928996E8, startTimeNanos=11178567417730}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@6873d4c2}
gateway-1  | 2026-05-01T04:46:52.891Z TRACE 1 --- [gateway] [or-http-epoll-6] o.s.c.g.filter.NettyWriteResponseFilter  : NettyWriteResponseFilter start inbound: 0b675353, outbound: [1c6491b2-1] 
gateway-1  | 2026-05-01T04:46:52.912Z TRACE 1 --- [gateway] [or-http-epoll-6] o.s.c.g.filter.GatewayMetricsFilter      : spring.cloud.gateway.requests tags: [tag(httpMethod=GET),tag(httpStatusCode=200),tag(outcome=SUCCESSFUL),tag(routeId=product-composite-swagger-ui),tag(routeUri=lb://product-composite-service),tag(status=OK)]
gateway-1  | 2026-05-01T04:45:36.889Z TRACE 1 --- [gateway] [     parallel-6] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:45:36.889Z TRACE 1 --- [gateway] [     parallel-7] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:45:36.892Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:45:36.894Z TRACE 1 --- [gateway] [     parallel-6] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/oauth2/**]" does not match against value "/openapi/swagger-ui/swagger-initializer.js"
gateway-1  | 2026-05-01T04:45:36.894Z TRACE 1 --- [gateway] [     parallel-6] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/login/**]" does not match against value "/openapi/swagger-ui/swagger-initializer.js"
gateway-1  | 2026-05-01T04:45:36.894Z TRACE 1 --- [gateway] [     parallel-6] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/error/**]" does not match against value "/openapi/swagger-ui/swagger-initializer.js"
gateway-1  | 2026-05-01T04:45:36.894Z TRACE 1 --- [gateway] [     parallel-6] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/.well-known/**]" does not match against value "/openapi/swagger-ui/swagger-initializer.js"
gateway-1  | 2026-05-01T04:45:36.895Z TRACE 1 --- [gateway] [     parallel-6] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/product-composite/**]" does not match against value "/openapi/swagger-ui/swagger-initializer.js"
gateway-1  | 2026-05-01T04:45:36.895Z TRACE 1 --- [gateway] [     parallel-6] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "/openapi/**" matches against value "/openapi/swagger-ui/swagger-initializer.js"
gateway-1  | 2026-05-01T04:45:36.895Z DEBUG 1 --- [gateway] [     parallel-6] o.s.c.g.h.RoutePredicateHandlerMapping   : Route matched: product-composite-swagger-ui
gateway-1  | 2026-05-01T04:45:36.895Z DEBUG 1 --- [gateway] [     parallel-6] o.s.c.g.h.RoutePredicateHandlerMapping   : Mapping [Exchange: GET https://localhost:8443/openapi/swagger-ui/swagger-initializer.js] to Route{id='product-composite-swagger-ui', uri=lb://product-composite-service, order=0, predicate=(RouteDefinitionRouteLocator$$Lambda/0x000000009688f5b0 && Paths: [/openapi/**], match trailing slash: true), gatewayFilters=[], metadata={}}
gateway-1  | 2026-05-01T04:45:36.895Z DEBUG 1 --- [gateway] [     parallel-6] o.s.c.g.h.RoutePredicateHandlerMapping   : [266e633d-6] Mapped to org.springframework.cloud.gateway.handler.FilteringWebHandler@3df04fa1
gateway-1  | 2026-05-01T04:45:36.895Z DEBUG 1 --- [gateway] [     parallel-6] o.s.c.g.handler.FilteringWebHandler      : Sorted gatewayFilterFactories: [[GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RemoveCachedBodyFilter@69f3e556}, order = -2147483648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.AdaptCachedBodyGlobalFilter@47b961e2}, order = -2147482648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyWriteResponseFilter@17ae13d5}, order = -1], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardPathFilter@51869ad6}, order = 0], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.GatewayMetricsFilter@77f4038c}, order = 0], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RouteToRequestUrlFilter@1eb9d69a}, order = 10000], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ReactiveLoadBalancerClientFilter@28dacf31}, order = 10150], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.LoadBalancerServiceInstanceCookieFilter@47e60b71}, order = 10151], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.WebsocketRoutingFilter@27a90ce5}, order = 2147483646], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyRoutingFilter@795faad}, order = 2147483647], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardRoutingFilter@36511772}, order = 2147483647]]
gateway-1  | 2026-05-01T04:45:36.896Z TRACE 1 --- [gateway] [     parallel-6] o.s.c.g.filter.RouteToRequestUrlFilter   : RouteToRequestUrlFilter start
gateway-1  | 2026-05-01T04:45:36.896Z TRACE 1 --- [gateway] [     parallel-6] s.c.g.f.ReactiveLoadBalancerClientFilter : ReactiveLoadBalancerClientFilter url before: lb://product-composite-service/openapi/swagger-ui/swagger-initializer.js
gateway-1  | 2026-05-01T04:45:36.897Z TRACE 1 --- [gateway] [     parallel-6] s.c.g.f.ReactiveLoadBalancerClientFilter : LoadBalancerClientFilter url chosen: http://aa3da043a6fa:8080/openapi/swagger-ui/swagger-initializer.js
gateway-1  | 2026-05-01T04:45:36.899Z TRACE 1 --- [gateway] [     parallel-5] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:45:36.899Z DEBUG 1 --- [gateway] [     parallel-6] g.f.h.o.ObservedRequestHttpHeadersFilter : Will instrument the HTTP request headers [Host:"localhost:8443", sec-ch-ua-platform:""Windows"", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", sec-ch-ua:""Microsoft Edge";v="147", "Not.A/Brand";v="8", "Chromium";v="147"", sec-ch-ua-mobile:"?0", Accept:"*/*", Sec-Fetch-Site:"same-origin", Sec-Fetch-Mode:"no-cors", Sec-Fetch-Dest:"script", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50440"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
